business_date,year,month,day_name,dow_num,is_weekend,quarters,price_mean,price_median,price_min,price_max,price_std,res_share_mean,negative_quarters,spread_20
2025-02-23,2025,2,Sunday,6,True,96,479.57,441.66,345.1,838.61,141.05,0.2177,0,377.25
2025-02-24,2025,2,Monday,0,False,96,529.87,465.75,342.18,886.23,141.41,0.1288,0,383.59
2025-02-25,2025,2,Tuesday,1,False,96,565.56,549.95,356.64,908.07,151.85,0.1497,0,431.84
2025-02-26,2025,2,Wednesday,2,False,96,580.29,538.84,470.07,759.48,96.07,0.0814,0,255.74
2025-02-27,2025,2,Thursday,3,False,96,575.03,535.07,447.31,785.52,105.09,0.072,0,276.85
2025-02-28,2025,2,Friday,4,False,96,559.46,532.26,456.33,741.46,92.92,0.0804,0,250.54
2025-03-01,2025,3,Saturday,5,True,96,520.53,510.2,472.27,626.86,39.67,0.1744,0,107.21
2025-03-02,2025,3,Sunday,6,True,96,380.14,398.64,112.05,565.59,126.48,0.2686,0,361.55
2025-03-03,2025,3,Monday,0,False,96,432.44,430.59,203.58,663.94,136.36,0.3597,0,380.09
2025-03-04,2025,3,Tuesday,1,False,96,401.53,422.12,-11.67,702.48,200.7,0.4229,8,586.78
2025-03-05,2025,3,Wednesday,2,False,96,272.41,314.29,-95.15,578.55,209.89,0.4575,20,585.87
2025-03-06,2025,3,Thursday,3,False,96,345.87,358.16,1.04,657.48,191.9,0.3607,0,560.82
2025-03-07,2025,3,Friday,4,False,96,464.39,445.89,63.62,858.4,197.88,0.1799,0,573.83
2025-03-08,2025,3,Saturday,5,True,96,391.92,471.6,-1.6,654.53,203.12,0.2371,8,577.16
2025-03-09,2025,3,Sunday,6,True,96,319.24,392.77,-2.64,560.31,187.89,0.3352,8,516.5
2025-03-10,2025,3,Monday,0,False,96,480.23,423.62,283.44,839.87,146.68,0.2652,0,407.79
2025-03-11,2025,3,Tuesday,1,False,96,526.36,469.83,401.22,861.23,127.77,0.1416,0,329.19
2025-03-12,2025,3,Wednesday,2,False,96,524.57,475.63,395.78,859.54,123.47,0.139,0,315.26
2025-03-13,2025,3,Thursday,3,False,96,515.18,487.1,415.84,644.79,76.02,0.1582,0,208.84
2025-03-14,2025,3,Friday,4,False,96,519.12,482.78,432.32,668.46,79.12,0.1008,0,211.26
2025-03-15,2025,3,Saturday,5,True,96,471.49,491.26,224.16,761.6,134.71,0.1921,0,384.13
2025-03-16,2025,3,Sunday,6,True,96,311.38,419.95,-57.4,549.93,204.83,0.3143,20,552.56
2025-03-17,2025,3,Monday,0,False,96,389.85,384.26,-20.09,745.44,202.47,0.3417,4,580.75
2025-03-18,2025,3,Tuesday,1,False,96,351.4,404.38,-133.39,714.45,252.09,0.311,20,713.41
2025-03-19,2025,3,Wednesday,2,False,96,415.76,450.01,-60.83,945.57,278.99,0.2863,20,813.51
2025-03-20,2025,3,Thursday,3,False,96,447.64,469.33,-3.25,1104.09,282.6,0.2727,8,820.18
2025-03-21,2025,3,Friday,4,False,96,423.92,487.5,1.88,752.38,215.67,0.259,0,632.39
2025-03-22,2025,3,Saturday,5,True,96,171.07,237.12,-272.48,428.69,228.17,0.464,28,590.17
2025-03-23,2025,3,Sunday,6,True,96,244.78,81.71,8.96,716.3,265.79,0.432,0,657.04
2025-03-24,2025,3,Monday,0,False,96,541.98,485.58,417.28,931.6,135.97,0.1151,0,345.48
2025-03-25,2025,3,Tuesday,1,False,96,467.11,463.51,204.33,796.63,146.33,0.2004,0,422.89
2025-03-26,2025,3,Wednesday,2,False,96,499.94,459.41,394.03,742.26,99.01,0.1669,0,259.73
2025-03-27,2025,3,Thursday,3,False,96,486.42,449.55,351.77,755.9,110.14,0.1338,0,295.77
2025-03-28,2025,3,Friday,4,False,96,378.9,451.7,-49.87,692.96,236.31,0.2811,20,668.59
2025-03-29,2025,3,Saturday,5,True,96,376.3,410.68,-9.32,615.47,194.25,0.3188,4,558.27
2025-03-30,2025,3,Sunday,6,True,92,319.45,387.39,-38.26,625.84,208.79,0.2187,16,588.27
2025-03-31,2025,3,Monday,0,False,96,480.3,419.64,348.48,831.88,136.21,0.1695,0,353.5
2025-04-01,2025,4,Tuesday,1,False,96,508.38,459.17,358.23,832.51,133.45,0.2613,0,357.35
2025-04-02,2025,4,Wednesday,2,False,96,341.65,424.42,-59.02,667.83,228.89,0.3521,20,635.97
2025-04-03,2025,4,Thursday,3,False,96,418.91,438.06,-24.92,968.59,275.54,0.295,16,790.25
2025-04-04,2025,4,Friday,4,False,96,391.26,453.24,-44.39,754.09,246.28,0.2601,16,715.83
2025-04-05,2025,4,Saturday,5,True,96,198.68,288.5,-234.67,441.64,230.17,0.3925,28,584.55
2025-04-06,2025,4,Sunday,6,True,96,175.07,215.9,-288.09,672.37,280.1,0.3924,32,795.11
2025-04-07,2025,4,Monday,0,False,96,480.81,428.18,295.62,843.27,163.82,0.2205,0,442.59
2025-04-08,2025,4,Tuesday,1,False,96,433.18,429.02,-15.1,947.68,254.24,0.3204,4,739.19
2025-04-09,2025,4,Wednesday,2,False,96,413.31,420.17,64.14,756.52,169.07,0.274,0,496.63
2025-04-10,2025,4,Thursday,3,False,96,390.87,388.16,3.38,843.24,220.33,0.3552,0,643.11
2025-04-11,2025,4,Friday,4,False,96,415.51,407.9,214.12,751.74,136.46,0.3011,0,385.37
2025-04-12,2025,4,Saturday,5,True,96,391.7,433.25,-43.45,946.3,237.28,0.2493,12,681.64
2025-04-13,2025,4,Sunday,6,True,96,187.81,290.39,-300.78,584.69,277.07,0.3857,28,768.16
2025-04-14,2025,4,Monday,0,False,96,480.37,405.24,222.68,1092.05,223.74,0.2234,0,583.04
2025-04-15,2025,4,Tuesday,1,False,96,353.46,389.81,13.46,572.84,158.12,0.3358,0,449.38
2025-04-16,2025,4,Wednesday,2,False,96,419.56,399.39,38.43,926.54,225.14,0.3051,0,626.24
2025-04-17,2025,4,Thursday,3,False,96,372.85,411.91,-36.45,603.61,186.14,0.403,8,531.21
2025-04-18,2025,4,Friday,4,False,96,397.26,390.38,188.75,667.87,115.0,0.2607,0,322.66
2025-04-19,2025,4,Saturday,5,True,96,402.62,450.54,1.99,639.77,181.31,0.2435,0,509.19
2025-04-20,2025,4,Sunday,6,True,96,262.81,431.22,-341.7,659.23,303.84,0.305,24,805.54
2025-04-21,2025,4,Monday,0,False,96,319.17,423.72,-82.59,604.84,215.76,0.2577,12,579.09
2025-04-22,2025,4,Tuesday,1,False,96,509.16,426.66,319.52,1111.16,192.04,0.2319,0,479.21
2025-04-23,2025,4,Wednesday,2,False,96,497.96,458.36,315.21,918.37,146.57,0.2183,0,400.1
2025-04-24,2025,4,Thursday,3,False,96,433.74,417.28,327.89,619.08,73.48,0.2389,0,203.31
2025-04-25,2025,4,Friday,4,False,96,414.33,403.7,326.57,539.75,57.26,0.3142,0,161.39
2025-04-26,2025,4,Saturday,5,True,96,261.42,405.8,-113.88,499.58,215.19,0.3791,24,525.56
2025-04-27,2025,4,Sunday,6,True,96,201.87,394.47,-458.03,567.06,328.96,0.3595,32,850.14
2025-04-28,2025,4,Monday,0,False,96,339.69,383.16,-25.27,858.92,233.85,0.2937,20,655.31
2025-04-29,2025,4,Tuesday,1,False,96,317.9,373.18,-29.85,780.78,222.98,0.336,20,604.99
2025-04-30,2025,4,Wednesday,2,False,96,311.8,392.48,-25.58,694.19,210.83,0.3114,20,562.08
2025-05-01,2025,5,Thursday,3,False,96,232.01,394.28,-428.79,652.24,316.73,0.3123,28,834.56
2025-05-02,2025,5,Friday,4,False,96,262.5,314.9,-65.47,628.23,209.93,0.4349,20,570.38
2025-05-03,2025,5,Saturday,5,True,96,280.84,396.46,-88.19,589.59,231.1,0.3236,28,603.44
2025-05-04,2025,5,Sunday,6,True,96,212.36,235.18,-55.32,484.08,198.64,0.4274,28,484.64
2025-05-05,2025,5,Monday,0,False,96,411.87,372.38,153.96,1104.9,207.32,0.2989,0,546.06
2025-05-06,2025,5,Tuesday,1,False,96,380.47,387.1,99.67,756.96,157.06,0.2687,0,445.31
2025-05-07,2025,5,Wednesday,2,False,96,423.88,412.93,228.93,678.05,112.82,0.3195,0,326.54
2025-05-08,2025,5,Thursday,3,False,96,452.08,412.94,269.17,911.58,138.2,0.2834,0,364.72
2025-05-09,2025,5,Friday,4,False,96,474.94,441.03,336.79,909.36,120.27,0.2258,0,308.16
2025-05-10,2025,5,Saturday,5,True,96,474.93,451.07,346.82,691.22,81.85,0.273,0,225.5
2025-05-11,2025,5,Sunday,6,True,96,272.68,395.22,-109.09,691.24,237.77,0.3134,28,609.02
2025-05-12,2025,5,Monday,0,False,96,385.07,357.72,11.26,1100.13,229.96,0.2861,0,631.7
2025-05-13,2025,5,Tuesday,1,False,96,424.58,432.78,11.22,1446.44,298.84,0.2836,0,797.0
2025-05-14,2025,5,Wednesday,2,False,96,375.26,430.69,-9.55,820.14,207.8,0.3493,8,586.48
2025-05-15,2025,5,Thursday,3,False,96,400.51,417.86,60.93,781.98,173.09,0.3338,0,485.86
2025-05-16,2025,5,Friday,4,False,96,414.4,398.58,261.19,693.83,102.38,0.4293,0,287.21
2025-05-17,2025,5,Saturday,5,True,96,476.68,468.27,402.1,643.14,65.9,0.4031,0,177.41
2025-05-18,2025,5,Sunday,6,True,96,410.74,393.58,269.25,583.86,77.29,0.3181,0,207.6
2025-05-19,2025,5,Monday,0,False,96,493.41,436.1,349.4,995.85,133.85,0.1958,0,311.32
2025-05-20,2025,5,Tuesday,1,False,96,408.2,461.79,0.27,929.01,239.39,0.3433,0,680.18
2025-05-21,2025,5,Wednesday,2,False,96,382.77,451.11,-47.76,1086.44,274.8,0.3542,20,748.82
2025-05-22,2025,5,Thursday,3,False,96,496.44,444.75,397.15,1048.1,138.43,0.2944,0,313.65
2025-05-23,2025,5,Friday,4,False,96,492.94,474.17,197.2,1177.56,204.93,0.3055,0,548.86
2025-05-24,2025,5,Saturday,5,True,96,406.14,474.96,32.8,826.4,201.52,0.2821,0,566.67
2025-05-25,2025,5,Sunday,6,True,96,306.58,423.16,-57.53,769.35,284.51,0.3822,28,704.59
2025-05-26,2025,5,Monday,0,False,96,498.18,399.86,320.3,1307.32,220.94,0.2561,0,510.05
2025-05-27,2025,5,Tuesday,1,False,96,414.38,453.9,3.21,1237.96,277.19,0.2773,0,758.27
2025-05-28,2025,5,Wednesday,2,False,96,514.14,469.18,310.44,1028.62,152.28,0.2771,0,396.28
2025-05-29,2025,5,Thursday,3,False,96,378.98,435.24,0.63,889.26,246.08,0.3723,0,658.09
2025-05-30,2025,5,Friday,4,False,96,481.82,456.37,395.29,758.15,81.93,0.2932,0,201.88
2025-05-31,2025,5,Saturday,5,True,96,374.75,490.78,-38.9,909.51,284.25,0.3119,24,736.04
2025-06-01,2025,6,Sunday,6,True,96,308.07,413.46,-30.64,525.02,215.39,0.3204,20,529.86
2025-06-02,2025,6,Monday,0,False,96,511.08,398.55,83.03,1864.27,391.1,0.2939,0,1005.37
2025-06-03,2025,6,Tuesday,1,False,96,483.75,434.98,217.12,1473.37,260.25,0.2249,0,622.63
2025-06-04,2025,6,Wednesday,2,False,96,376.49,432.62,-31.0,859.74,222.85,0.3697,8,627.7
2025-06-05,2025,6,Thursday,3,False,96,452.66,443.02,213.83,912.18,148.16,0.2673,0,408.57
2025-06-06,2025,6,Friday,4,False,96,339.89,443.34,-5.83,798.83,235.37,0.3436,8,622.65
2025-06-07,2025,6,Saturday,5,True,96,405.24,443.61,65.43,600.61,141.48,0.3152,0,385.61
2025-06-08,2025,6,Sunday,6,True,96,223.57,308.74,-28.53,468.34,185.05,0.4284,32,452.92
2025-06-09,2025,6,Monday,0,False,96,166.66,76.72,-71.34,790.49,245.46,0.4703,32,648.6
2025-06-10,2025,6,Tuesday,1,False,96,464.9,424.6,262.85,961.0,156.17,0.3228,0,413.28
2025-06-11,2025,6,Wednesday,2,False,96,363.72,408.33,5.12,863.38,223.12,0.3696,0,621.42
2025-06-12,2025,6,Thursday,3,False,96,341.87,424.62,-14.93,972.72,258.06,0.374,12,684.32
2025-06-13,2025,6,Friday,4,False,96,381.53,443.21,0.01,1016.7,247.49,0.3249,0,687.52
2025-06-14,2025,6,Saturday,5,True,96,323.09,450.4,-108.92,806.52,283.03,0.3509,24,738.48
2025-06-15,2025,6,Sunday,6,True,96,296.78,363.32,-62.06,825.28,277.01,0.402,28,743.37
2025-06-16,2025,6,Monday,0,False,96,431.12,410.12,230.43,754.11,130.79,0.3318,0,359.74
2025-06-17,2025,6,Tuesday,1,False,96,422.37,430.3,0.8,1290.01,351.78,0.4027,0,962.28
2025-06-18,2025,6,Wednesday,2,False,96,369.75,458.83,-1.09,928.31,260.54,0.4024,12,688.41
2025-06-19,2025,6,Thursday,3,False,96,142.11,329.88,-532.33,598.8,375.97,0.478,36,969.54
2025-06-20,2025,6,Friday,4,False,96,361.78,433.76,-24.65,1006.97,294.32,0.4447,16,779.82
2025-06-21,2025,6,Saturday,5,True,96,337.48,462.14,-87.46,752.3,275.71,0.4061,24,721.64
2025-06-22,2025,6,Sunday,6,True,96,206.31,333.78,-380.98,654.79,304.95,0.3962,32,816.89
2025-06-23,2025,6,Monday,0,False,96,296.12,354.4,0.46,537.55,174.8,0.4639,0,481.57
2025-06-24,2025,6,Tuesday,1,False,96,252.72,273.26,-29.37,657.53,223.13,0.4706,28,594.29
2025-06-25,2025,6,Wednesday,2,False,96,340.38,301.77,0.8,1041.79,285.9,0.4655,0,783.95
2025-06-26,2025,6,Thursday,3,False,96,528.04,473.56,169.43,1381.9,292.66,0.317,0,774.36
2025-06-27,2025,6,Friday,4,False,96,357.93,401.0,16.78,572.45,163.39,0.4071,0,450.21
2025-06-28,2025,6,Saturday,5,True,96,290.34,368.29,-1.61,598.72,209.25,0.4413,8,547.15
2025-06-29,2025,6,Sunday,6,True,96,216.43,304.72,-130.11,545.31,229.28,0.5225,28,590.74
2025-06-30,2025,6,Monday,0,False,96,401.3,397.64,-38.27,1177.38,301.29,0.4796,8,840.94
2025-07-01,2025,7,Tuesday,1,False,96,511.0,435.0,74.46,1660.49,388.78,0.3226,0,1038.94
2025-07-02,2025,7,Wednesday,2,False,96,503.38,444.56,21.75,1724.06,392.35,0.3207,0,1047.09
2025-07-03,2025,7,Thursday,3,False,96,393.58,402.34,49.08,856.93,205.47,0.4209,0,603.44
2025-07-04,2025,7,Friday,4,False,96,427.62,440.84,61.99,1002.94,216.08,0.2971,0,613.75
2025-07-05,2025,7,Saturday,5,True,96,334.8,427.94,-4.34,714.72,225.02,0.3586,16,590.69
2025-07-06,2025,7,Sunday,6,True,96,340.01,399.26,13.38,751.7,216.0,0.3566,0,598.7
2025-07-07,2025,7,Monday,0,False,96,543.15,453.46,383.0,1173.88,201.96,0.1928,0,487.85
2025-07-08,2025,7,Tuesday,1,False,96,489.8,437.84,410.09,770.58,97.72,0.1862,0,241.44
2025-07-09,2025,7,Wednesday,2,False,96,487.87,480.42,406.86,657.39,63.09,0.2454,0,171.13
2025-07-10,2025,7,Thursday,3,False,96,404.08,428.84,170.82,630.65,125.89,0.3975,0,358.01
2025-07-11,2025,7,Friday,4,False,96,458.28,455.94,388.42,577.15,49.09,0.3556,0,134.05
2025-07-12,2025,7,Saturday,5,True,96,463.42,453.21,396.48,538.79,42.48,0.274,0,113.59
2025-07-13,2025,7,Sunday,6,True,96,340.95,429.76,0.58,589.74,202.93,0.3248,0,544.95
2025-07-14,2025,7,Monday,0,False,96,511.63,442.43,265.89,1293.3,243.97,0.2477,0,613.24
2025-07-15,2025,7,Tuesday,1,False,96,454.14,435.76,232.77,917.47,168.09,0.2452,0,468.22
2025-07-16,2025,7,Wednesday,2,False,96,448.08,417.33,279.16,825.09,127.99,0.3206,0,348.93
2025-07-17,2025,7,Thursday,3,False,96,500.48,477.45,406.94,772.86,88.78,0.1905,0,233.97
2025-07-18,2025,7,Friday,4,False,96,468.26,437.59,349.13,727.46,94.4,0.1979,0,253.59
2025-07-19,2025,7,Saturday,5,True,96,380.01,416.16,111.29,599.42,138.02,0.2517,0,392.47
2025-07-20,2025,7,Sunday,6,True,96,329.11,416.94,-4.52,661.87,212.22,0.3241,12,569.8
2025-07-21,2025,7,Monday,0,False,96,459.73,425.46,345.95,735.17,100.96,0.2992,0,270.17
2025-07-22,2025,7,Tuesday,1,False,96,379.97,417.4,51.88,662.0,151.31,0.3312,0,429.02
2025-07-23,2025,7,Wednesday,2,False,96,405.53,406.14,146.78,769.02,154.31,0.2959,0,446.03
2025-07-24,2025,7,Thursday,3,False,96,470.86,417.68,308.02,931.59,151.69,0.2562,0,394.97
2025-07-25,2025,7,Friday,4,False,96,502.22,453.5,379.7,950.96,143.83,0.1793,0,364.1
2025-07-26,2025,7,Saturday,5,True,96,432.71,459.55,175.95,662.13,130.94,0.2212,0,378.0
2025-07-27,2025,7,Sunday,6,True,96,441.9,413.96,393.2,602.81,56.83,0.1957,0,141.71
2025-07-28,2025,7,Monday,0,False,96,444.96,429.32,386.96,556.78,48.4,0.3299,0,126.51
2025-07-29,2025,7,Tuesday,1,False,96,384.15,367.08,96.59,826.51,166.89,0.4046,0,479.87
2025-07-30,2025,7,Wednesday,2,False,96,405.73,402.05,158.42,835.99,158.29,0.2763,0,449.44
2025-07-31,2025,7,Thursday,3,False,96,443.13,425.52,295.01,714.66,94.56,0.2233,0,263.68
2025-08-01,2025,8,Friday,4,False,96,434.61,417.56,296.93,693.63,95.09,0.2301,0,266.96
2025-08-02,2025,8,Saturday,5,True,96,367.1,418.82,32.14,628.61,162.22,0.2811,0,460.51
2025-08-03,2025,8,Sunday,6,True,96,358.18,360.7,190.92,515.82,77.68,0.2495,0,218.66
2025-08-04,2025,8,Monday,0,False,96,423.05,373.38,320.28,794.81,118.64,0.2438,0,292.02
2025-08-05,2025,8,Tuesday,1,False,96,400.58,387.1,181.59,707.46,119.17,0.3127,0,339.13
2025-08-06,2025,8,Wednesday,2,False,96,321.07,393.43,-10.21,741.15,225.7,0.3562,20,599.77
2025-08-07,2025,8,Thursday,3,False,96,355.78,412.11,-3.63,743.47,204.58,0.2885,8,584.54
2025-08-08,2025,8,Friday,4,False,96,402.49,395.78,140.38,769.7,145.68,0.2749,0,420.02
2025-08-09,2025,8,Saturday,5,True,96,330.68,429.26,-27.69,654.65,215.45,0.2613,20,575.42
2025-08-10,2025,8,Sunday,6,True,96,183.05,333.08,-309.39,519.66,265.98,0.4192,32,699.58
2025-08-11,2025,8,Monday,0,False,96,372.82,396.27,0.01,1045.65,252.64,0.311,0,703.37
2025-08-12,2025,8,Tuesday,1,False,96,410.36,411.06,8.11,1222.36,272.11,0.2649,0,746.0
2025-08-13,2025,8,Wednesday,2,False,96,423.3,404.74,37.79,1160.14,260.9,0.3043,0,719.53
2025-08-14,2025,8,Thursday,3,False,96,465.73,416.98,164.1,1218.05,243.2,0.3405,0,630.97
2025-08-15,2025,8,Friday,4,False,96,326.99,407.23,-0.74,645.62,196.1,0.406,8,532.91
2025-08-16,2025,8,Saturday,5,True,96,280.64,370.34,-8.59,515.68,183.39,0.3915,20,464.34
2025-08-17,2025,8,Sunday,6,True,96,271.19,370.2,-12.37,495.3,188.94,0.3683,16,478.38
2025-08-18,2025,8,Monday,0,False,96,488.38,418.33,374.81,1153.87,183.4,0.2092,0,392.88
2025-08-19,2025,8,Tuesday,1,False,96,428.14,406.55,85.11,1061.0,209.88,0.2466,0,559.23
2025-08-20,2025,8,Wednesday,2,False,96,390.61,400.89,159.74,682.75,120.09,0.3032,0,338.18
2025-08-21,2025,8,Thursday,3,False,96,439.8,408.48,273.06,806.51,127.41,0.2448,0,335.68
2025-08-22,2025,8,Friday,4,False,96,340.25,400.5,35.5,516.06,146.99,0.3558,0,395.35
2025-08-23,2025,8,Saturday,5,True,96,320.38,381.69,10.09,541.39,171.89,0.3604,0,471.94
2025-08-24,2025,8,Sunday,6,True,96,254.83,371.14,-45.67,499.39,201.79,0.4959,24,492.8
2025-08-25,2025,8,Monday,0,False,96,369.15,375.09,14.93,867.38,197.17,0.3728,0,560.21
2025-08-26,2025,8,Tuesday,1,False,96,453.96,432.74,257.34,930.33,155.06,0.2494,0,410.89
2025-08-27,2025,8,Wednesday,2,False,96,460.39,431.0,239.32,943.04,163.79,0.2611,0,413.75
2025-08-28,2025,8,Thursday,3,False,96,462.79,425.12,287.89,851.28,138.59,0.3394,0,372.5
2025-08-29,2025,8,Friday,4,False,96,484.6,438.1,373.92,853.0,123.39,0.2257,0,312.57
2025-08-30,2025,8,Saturday,5,True,96,433.42,411.89,363.72,602.79,61.76,0.1952,0,163.57
2025-08-31,2025,8,Sunday,6,True,96,400.9,417.1,96.45,630.51,139.35,0.2236,0,410.62
2025-09-01,2025,9,Monday,0,False,96,447.14,395.36,231.99,933.8,168.9,0.2629,0,439.37
2025-09-02,2025,9,Tuesday,1,False,96,514.73,431.8,346.8,1157.2,196.95,0.2205,0,463.34
2025-09-03,2025,9,Wednesday,2,False,96,503.67,422.62,329.05,1165.1,200.23,0.2079,0,469.17
2025-09-04,2025,9,Thursday,3,False,96,531.21,431.6,153.63,1595.93,342.51,0.2771,0,880.09
2025-09-05,2025,9,Friday,4,False,96,475.75,431.38,297.64,854.08,137.35,0.2718,0,368.7
2025-09-06,2025,9,Saturday,5,True,96,474.44,446.98,416.04,736.97,74.3,0.1561,0,171.02
2025-09-07,2025,9,Sunday,6,True,96,406.28,388.26,151.36,725.0,141.44,0.1887,0,411.6
2025-09-08,2025,9,Monday,0,False,96,548.53,422.12,298.12,1657.17,329.65,0.2221,0,755.68
2025-09-09,2025,9,Tuesday,1,False,96,576.71,460.05,346.14,1559.95,275.96,0.2918,0,674.28
2025-09-10,2025,9,Wednesday,2,False,96,540.71,454.36,301.61,1350.76,232.05,0.3344,0,590.3
2025-09-11,2025,9,Thursday,3,False,96,504.09,436.47,363.67,1350.23,216.92,0.3,0,473.29
2025-09-12,2025,9,Friday,4,False,96,457.32,439.96,6.98,1179.46,254.74,0.2611,0,722.69
2025-09-13,2025,9,Saturday,5,True,96,508.03,458.05,408.47,800.97,105.72,0.2152,0,269.43
2025-09-14,2025,9,Sunday,6,True,96,439.89,426.73,368.47,617.27,55.4,0.1461,0,140.31
2025-09-15,2025,9,Monday,0,False,96,394.05,366.52,4.81,852.49,233.69,0.3124,0,696.55
2025-09-16,2025,9,Tuesday,1,False,96,318.82,344.2,24.57,690.17,184.13,0.3938,0,523.82
2025-09-17,2025,9,Wednesday,2,False,96,399.87,395.6,74.68,868.2,178.47,0.3875,0,509.47
2025-09-18,2025,9,Thursday,3,False,96,546.56,453.68,372.69,1445.25,233.15,0.314,0,532.63
2025-09-19,2025,9,Friday,4,False,96,438.48,385.64,42.86,1556.91,305.95,0.2926,0,768.04
2025-09-20,2025,9,Saturday,5,True,96,323.78,428.42,-24.12,597.29,208.08,0.404,16,539.39
2025-09-21,2025,9,Sunday,6,True,96,180.69,79.79,-43.27,545.0,203.83,0.4489,20,525.27
2025-09-22,2025,9,Monday,0,False,96,538.93,426.5,303.19,1711.1,296.11,0.2161,0,679.56
2025-09-23,2025,9,Tuesday,1,False,96,582.05,446.46,386.86,1783.05,296.56,0.1777,0,644.47
2025-09-24,2025,9,Wednesday,2,False,96,428.4,424.52,130.87,856.31,152.65,0.3203,0,429.94
2025-09-25,2025,9,Thursday,3,False,96,346.09,398.36,-73.24,681.77,197.84,0.3765,12,548.73
2025-09-26,2025,9,Friday,4,False,96,347.55,386.84,35.56,611.44,166.78,0.3774,0,475.19
2025-09-27,2025,9,Saturday,5,True,96,387.06,403.7,80.16,663.62,145.65,0.3815,0,424.87
2025-09-28,2025,9,Sunday,6,True,96,370.19,422.67,16.59,646.79,165.44,0.2764,0,465.1
2025-09-29,2025,9,Monday,0,False,96,559.88,418.26,375.63,1741.86,305.8,0.2081,0,670.52
2025-09-30,2025,9,Tuesday,1,False,96,605.12,472.82,414.89,1664.36,287.13,0.0964,0,648.76
2025-10-01,2025,10,Wednesday,2,False,96,576.79,435.24,357.74,1831.74,306.89,0.1609,0,687.41
2025-10-02,2025,10,Thursday,3,False,96,499.68,420.55,267.82,1224.22,198.72,0.1722,0,511.17
2025-10-03,2025,10,Friday,4,False,96,486.4,429.17,260.12,925.62,163.73,0.1659,0,451.58
2025-10-04,2025,10,Saturday,5,True,96,238.18,341.0,-9.4,488.44,174.51,0.4117,13,417.03
2025-10-05,2025,10,Sunday,6,True,96,114.29,5.34,-1.81,438.41,167.79,0.3897,25,403.78
2025-10-06,2025,10,Monday,0,False,96,382.8,405.15,74.88,779.91,165.11,0.2894,0,473.0
2025-10-07,2025,10,Tuesday,1,False,96,592.32,481.66,416.22,1275.29,223.43,0.1232,0,570.31
2025-10-08,2025,10,Wednesday,2,False,96,543.29,469.64,436.39,1057.69,146.32,0.1195,0,356.85
2025-10-09,2025,10,Thursday,3,False,96,481.48,452.78,346.18,737.89,80.96,0.1408,0,212.45
2025-10-10,2025,10,Friday,4,False,96,375.37,368.6,277.98,524.7,67.72,0.3813,0,184.3
2025-10-11,2025,10,Saturday,5,True,96,437.86,432.0,351.0,582.14,60.62,0.3514,0,171.25
2025-10-12,2025,10,Sunday,6,True,96,416.26,388.74,357.89,549.33,54.56,0.3085,0,142.56
2025-10-13,2025,10,Monday,0,False,96,561.39,463.08,370.67,1128.76,200.46,0.2546,0,524.65
2025-10-14,2025,10,Tuesday,1,False,96,673.78,539.01,451.47,1706.75,305.47,0.0938,0,726.51
2025-10-15,2025,10,Wednesday,2,False,96,637.87,516.86,451.75,1277.26,235.78,0.1126,0,603.15
2025-10-16,2025,10,Thursday,3,False,96,489.32,451.36,406.5,682.73,66.84,0.1787,0,174.32
2025-10-17,2025,10,Friday,4,False,96,505.41,452.22,419.72,710.96,86.69,0.171,0,224.29
2025-10-18,2025,10,Saturday,5,True,96,413.9,398.26,287.48,631.96,85.51,0.3605,0,237.94
2025-10-19,2025,10,Sunday,6,True,96,429.4,434.46,164.25,702.84,118.5,0.2288,0,346.06
2025-10-20,2025,10,Monday,0,False,96,397.3,399.3,80.33,845.32,145.19,0.3771,0,407.87
2025-10-21,2025,10,Tuesday,1,False,96,364.49,387.02,181.13,573.14,120.53,0.3391,0,320.68
2025-10-22,2025,10,Wednesday,2,False,96,570.72,480.71,390.83,1211.13,206.42,0.212,0,521.5
2025-10-23,2025,10,Thursday,3,False,96,482.87,455.96,339.95,792.36,96.01,0.2327,0,261.12
2025-10-24,2025,10,Friday,4,False,96,466.96,453.85,232.95,732.79,96.38,0.2489,0,269.71
2025-10-25,2025,10,Saturday,5,True,96,354.58,369.16,49.7,540.81,131.32,0.3614,0,358.37
2025-10-26,2025,10,Sunday,6,True,100,165.29,73.45,1.18,469.94,162.7,0.37,0,401.53
2025-10-27,2025,10,Monday,0,False,96,385.17,413.98,23.92,854.31,226.61,0.3295,0,665.03
2025-10-28,2025,10,Tuesday,1,False,96,397.87,415.16,151.63,628.52,123.83,0.3261,0,363.23
2025-10-29,2025,10,Wednesday,2,False,96,434.63,429.24,235.2,878.69,162.56,0.3337,0,452.46
2025-10-30,2025,10,Thursday,3,False,96,397.33,399.3,268.19,527.03,58.44,0.379,0,168.32
2025-10-31,2025,10,Friday,4,False,96,483.15,425.16,209.59,1182.21,213.05,0.2758,0,571.89
2025-11-01,2025,11,Saturday,5,True,96,297.25,336.33,34.79,505.0,122.05,0.3102,0,331.79
2025-11-02,2025,11,Sunday,6,True,96,446.0,440.38,286.83,581.06,66.08,0.1278,0,191.55
2025-11-03,2025,11,Monday,0,False,96,509.46,479.58,278.08,733.8,94.68,0.1221,0,247.52
2025-11-04,2025,11,Tuesday,1,False,96,490.96,434.01,302.54,964.87,172.24,0.2076,0,450.14
2025-11-05,2025,11,Wednesday,2,False,96,454.57,426.74,346.69,682.35,85.15,0.2322,0,228.7
